출발역,도착역,소요시간_분,거리_m,환승횟수
교대역,영등포시장역,32,15400,1
교대역,방이역,30,14300,1
교대역,보문역,28,13200,1
교대역,창신역,26,12100,1
교대역,효창공원앞역,30,11000,1
교대역,광흥창역,36,17600,1
교대역,월드컵경기장역,40,19800,1
교대역,고려대역,32,15400,1
교대역,공릉역,42,20900,1
교대역,어린이대공원역,22,9900,1
교대역,용마산역,28,13200,1
교대역,자양역,18,7700,1
교대역,하계역,44,22000,1
교대역,남성역,12,4400,1
교대역,암사역,26,12100,1
교대역,몽촌토성역,20,8800,1
교대역,강동구청역,22,9900,1
교대역,송파역,22,9900,1
교대역,석촌역,19,8800,1
교대역,노들역,15,6600,1
교대역,선유도역,25,13200,1
교대역,한성백제역,23,11000,1
교대역,양천향교역,35,19800,1
교대역,흑석역,13,5500,1
교대역,공항시장역,41,23100,1
구로디지털단지역,제기동역,38,18700,1
구로디지털단지역,동묘앞역,34,16500,1
구로디지털단지역,신설동역,36,17600,1
구로디지털단지역,외대앞역,44,22000,1
구로디지털단지역,남영역,20,8800,1
구로디지털단지역,문래역,6,3300,0
구로디지털단지역,아현역,20,11000,0
구로디지털단지역,한양대역,40,22000,0
구로디지털단지역,잠실나루역,34,18700,0
구로디지털단지역,양천구청역,12,4400,1
구로디지털단지역,신정네거리역,14,5500,1
구로디지털단지역,독립문역,40,19800,1
구로디지털단지역,무악재역,42,20900,1
구로디지털단지역,금호역,34,16500,1
구로디지털단지역,옥수역,32,15400,1
구로디지털단지역,잠원역,26,12100,1
구로디지털단지역,한성대입구역,42,20900,1
구로디지털단지역,성신여대입구역,44,22000,1
구로디지털단지역,수유역,52,26400,1
구로디지털단지역,이촌역,22,9900,1
구로디지털단지역,동작역,20,8800,1
구로디지털단지역,마장역,44,22000,1
구로디지털단지역,애오개역,26,12100,1
구로디지털단지역,신금호역,40,19800,1
구로디지털단지역,아차산역,52,26400,1
구로디지털단지역,영등포시장역,14,5500,1
구로디지털단지역,방이역,48,23100,2
구로디지털단지역,보문역,44,22000,1
구로디지털단지역,창신역,42,20900,1
구로디지털단지역,효창공원앞역,26,12100,1
구로디지털단지역,광흥창역,20,8800,1
구로디지털단지역,월드컵경기장역,22,9900,1
구로디지털단지역,고려대역,48,24200,1
구로디지털단지역,공릉역,62,31900,1
구로디지털단지역,어린이대공원역,42,20900,1
구로디지털단지역,용마산역,48,24200,1
구로디지털단지역,자양역,38,18700,1
구로디지털단지역,하계역,64,33000,1
구로디지털단지역,남성역,20,8800,1
구로디지털단지역,암사역,44,22000,1
구로디지털단지역,몽촌토성역,38,18700,1
구로디지털단지역,강동구청역,40,19800,1
구로디지털단지역,송파역,40,19800,1
구로디지털단지역,석촌역,37,18700,1
구로디지털단지역,노들역,23,11000,1
구로디지털단지역,선유도역,16,6600,1
구로디지털단지역,한성백제역,41,20900,1
구로디지털단지역,양천향교역,26,13200,1
구로디지털단지역,흑석역,25,12100,1
구로디지털단지역,공항시장역,32,16500,1
구로역,제기동역,32,17600,0
구로역,동묘앞역,28,15400,0
구로역,신설동역,30,16500,0
구로역,외대앞역,38,20900,0
구로역,남영역,14,7700,0
구로역,문래역,8,2200,1
구로역,아현역,22,9900,1
구로역,한양대역,38,18700,1
구로역,잠실나루역,44,22000,1
구로역,양천구청역,10,3300,1
구로역,신정네거리역,12,4400,1
구로역,독립문역,32,15400,1
구로역,무악재역,34,16500,1
구로역,금호역,36,17600,1
구로역,옥수역,30,11000,1
구로역,잠원역,30,13200,2
구로역,한성대입구역,34,16500,1
구로역,성신여대입구역,36,17600,1
구로역,수유역,44,22000,1
구로역,이촌역,20,7700,1
구로역,동작역,19,8800,1
구로역,마장역,40,19800,1
구로역,애오개역,20,8800,1
구로역,신금호역,34,16500,1
구로역,아차산역,48,24200,1
구로역,영등포시장역,12,4400,1
구로역,방이역,60,30800,1
구로역,보문역,36,17600,1
구로역,창신역,34,16500,1
구로역,효창공원앞역,20,7700,1
구로역,광흥창역,22,7700,2
구로역,월드컵경기장역,24,8800,2
구로역,고려대역,40,19800,1
구로역,공릉역,54,25300,2
구로역,어린이대공원역,46,23100,1
구로역,용마산역,52,26400,1
구로역,자양역,42,20900,1
구로역,하계역,56,26400,2
구로역,남성역,24,11000,1
구로역,암사역,54,25300,2
구로역,몽촌토성역,48,22000,2
구로역,강동구청역,50,23100,2
구로역,송파역,47,24200,2
구로역,석촌역,41,23100,1
구로역,노들역,16,6600,1
구로역,선유도역,23,11000,1
구로역,한성백제역,45,25300,1
구로역,양천향교역,33,17600,1
구로역,흑석역,18,7700,1
구로역,공항시장역,38,20900,1
구룡역,제기동역,28,11000,1
구룡역,동묘앞역,32,13200,1
구룡역,신설동역,30,12100,1
구룡역,외대앞역,30,12100,1
구룡역,남영역,46,20900,1
구룡역,문래역,42,19800,1
구룡역,아현역,42,18700,1
구룡역,한양대역,26,9900,1
구룡역,잠실나루역,22,8800,1
구룡역,양천구청역,48,20900,2
구룡역,신정네거리역,50,22000,2
구룡역,독립문역,42,20900,1
구룡역,무악재역,44,22000,1
구룡역,금호역,26,12100,1
구룡역,옥수역,24,11000,1
구룡역,잠원역,18,7700,1
구룡역,한성대입구역,40,15400,2
구룡역,성신여대입구역,38,14300,2
구룡역,수유역,50,20900,2
구룡역,이촌역,40,14300,1
구룡역,동작역,26,12100,1
구룡역,마장역,26,9900,1
구룡역,애오개역,44,19800,1
구룡역,신금호역,28,11000,1
구룡역,아차산역,34,14300,1
구룡역,영등포시장역,42,19800,2
구룡역,방이역,24,7700,2
구룡역,보문역,36,13200,2
구룡역,창신역,36,13200,2
구룡역,효창공원앞역,46,16500,1
구룡역,광흥창역,50,23100,2
구룡역,월드컵경기장역,58,26400,2
구룡역,고려대역,42,16500,2
구룡역,공릉역,44,20900,1
구룡역,어린이대공원역,24,9900,1
구룡역,용마산역,30,13200,1
구룡역,자양역,20,7700,1
구룡역,하계역,46,22000,1
구룡역,남성역,30,13200,1
구룡역,암사역,34,15400,1
구룡역,몽촌토성역,28,12100,1
구룡역,강동구청역,30,13200,1
구룡역,송파역,22,8800,1
구룡역,석촌역,24,9900,1
구룡역,노들역,30,14300,1
구룡역,선유도역,40,20900,1
구룡역,한성백제역,28,13200,1
구룡역,양천향교역,50,27500,1
구룡역,흑석역,28,13200,1
구룡역,공항시장역,55,30800,1
구반포역,제기동역,33,16500,1
구반포역,동묘앞역,29,14300,1
구반포역,신설동역,31,15400,1
구반포역,외대앞역,39,19800,1
구반포역,남영역,15,6600,1
구반포역,문래역,22,11000,1
구반포역,아현역,28,14300,1
구반포역,한양대역,38,19800,1
구반포역,잠실나루역,26,13200,1
구반포역,양천구청역,27,11000,2
구반포역,신정네거리역,29,12100,2
구반포역,독립문역,34,16500,1
구반포역,무악재역,36,17600,1
구반포역,금호역,18,7700,1
구반포역,옥수역,16,6600,1
구반포역,잠원역,10,3300,1
구반포역,한성대입구역,30,14300,1
구반포역,성신여대입구역,32,15400,1
구반포역,수유역,40,19800,1
구반포역,이촌역,8,2200,1
구반포역,동작역,2,1100,0
구반포역,마장역,32,12100,2
구반포역,애오개역,22,11000,1
구반포역,신금호역,38,19800,1
구반포역,아차산역,32,13200,2
구반포역,영등포시장역,18,8800,1
구반포역,방이역,32,17600,1
구반포역,보문역,34,14300,2
구반포역,창신역,32,13200,2
구반포역,효창공원앞역,20,4400,2
구반포역,광흥창역,24,8800,2
구반포역,월드컵경기장역,30,13200,2
구반포역,고려대역,38,16500,2
구반포역,공릉역,44,22000,1
구반포역,어린이대공원역,24,11000,1
구반포역,용마산역,30,14300,1
구반포역,자양역,20,8800,1
구반포역,하계역,46,23100,1
구반포역,남성역,14,5500,1
구반포역,암사역,35,18700,1
구반포역,몽촌토성역,29,15400,1
구반포역,강동구청역,31,16500,1
구반포역,송파역,27,14300,1
구반포역,석촌역,21,13200,0
구반포역,노들역,6,3300,0
구반포역,선유도역,16,9900,0
구반포역,한성백제역,25,15400,0
구반포역,양천향교역,26,16500,0
구반포역,흑석역,4,2200,0
구반포역,공항시장역,32,19800,0
구산역,제기동역,36,15400,2
구산역,동묘앞역,44,24200,0
구산역,신설동역,34,14300,2
구산역,외대앞역,42,18700,2
구산역,남영역,28,8800,2
구산역,문래역,26,12100,1
구산역,아현역,28,13200,1
구산역,한양대역,48,24200,1
구산역,잠실나루역,60,30800,1
구산역,양천구청역,36,15400,2
구산역,신정네거리역,38,16500,2
구산역,독립문역,16,6600,1
구산역,무악재역,14,5500,1
구산역,금호역,32,15400,1
구산역,옥수역,34,16500,1
구산역,잠원역,40,19800,1
구산역,한성대입구역,38,16500,2
구산역,성신여대입구역,40,17600,2
구산역,수유역,48,22000,2
구산역,이촌역,34,12100,1
구산역,동작역,38,18700,1
구산역,마장역,40,17600,2
구산역,애오개역,30,14300,1
구산역,신금호역,34,14300,2
구산역,아차산역,48,22000,2
구산역,영등포시장역,38,18700,1
구산역,방이역,60,28600,2
구산역,보문역,48,26400,0
구산역,창신역,46,25300,0
구산역,효창공원앞역,26,14300,0
구산역,광흥창역,20,11000,0
구산역,월드컵경기장역,10,5500,0
구산역,고려대역,52,28600,0
구산역,공릉역,68,35200,1
구산역,어린이대공원역,60,28600,2
구산역,용마산역,54,23100,3
구산역,자양역,58,27500,2
구산역,하계역,70,36300,1
구산역,남성역,46,20900,2
구산역,암사역,58,25300,3
구산역,몽촌토성역,68,33000,2
구산역,강동구청역,58,25300,3
구산역,송파역,70,34100,2
구산역,석촌역,60,31900,2
구산역,노들역,35,15400,2
구산역,선유도역,28,11000,2
구산역,한성백제역,64,34100,2
구산역,양천향교역,26,6600,2
구산역,흑석역,37,16500,2
구산역,공항시장역,28,7700,2
구의역,제기동역,22,7700,2
구의역,동묘앞역,20,8800,1
구의역,신설동역,16,6600,1
구의역,외대앞역,26,8800,2
구의역,남영역,32,15400,1
구의역,문래역,42,23100,0
구의역,아현역,28,15400,0
구의역,한양대역,8,4400,0
구의역,잠실나루역,4,2200,0
구의역,양천구청역,50,25300,1
구의역,신정네거리역,52,26400,1
구의역,독립문역,32,15400,1
구의역,무악재역,34,16500,1
구의역,금호역,32,15400,1
구의역,옥수역,22,7700,1
구의역,잠원역,28,13200,1
구의역,한성대입구역,26,12100,1
구의역,성신여대입구역,28,13200,1
구의역,수유역,36,17600,1
구의역,이촌역,30,11000,1
구의역,동작역,31,16500,1
구의역,마장역,16,6600,1
구의역,애오개역,32,15400,1
구의역,신금호역,18,7700,1
구의역,아차산역,24,11000,1
구의역,영등포시장역,44,22000,1
구의역,방이역,36,17600,1
구의역,보문역,24,11000,1
구의역,창신역,22,9900,1
구의역,효창공원앞역,34,16500,1
구의역,광흥창역,40,19800,1
구의역,월드컵경기장역,46,23100,1
구의역,고려대역,28,13200,1
구의역,공릉역,28,13200,1
구의역,어린이대공원역,8,2200,1
구의역,용마산역,14,5500,1
구의역,자양역,8,2200,1
구의역,하계역,30,14300,1
구의역,남성역,26,12100,1
구의역,암사역,18,7700,1
구의역,몽촌토성역,12,4400,1
구의역,강동구청역,14,5500,1
구의역,송파역,14,5500,1
구의역,석촌역,12,4400,1
구의역,노들역,35,18700,1
구의역,선유도역,44,22000,1
구의역,한성백제역,23,11000,1
구의역,양천향교역,54,28600,1
구의역,흑석역,33,17600,1
구의역,공항시장역,60,31900,1
구일역,제기동역,34,18700,0
구일역,동묘앞역,30,16500,0
구일역,신설동역,32,17600,0
구일역,외대앞역,40,22000,0
구일역,남영역,16,8800,0
구일역,문래역,10,3300,1
구일역,아현역,24,11000,1
구일역,한양대역,40,19800,1
구일역,잠실나루역,46,23100,1
구일역,양천구청역,12,4400,1
구일역,신정네거리역,14,5500,1
구일역,독립문역,34,16500,1
구일역,무악재역,36,17600,1
구일역,금호역,38,18700,1
구일역,옥수역,32,12100,1
구일역,잠원역,32,14300,2
구일역,한성대입구역,36,17600,1
구일역,성신여대입구역,38,18700,1
구일역,수유역,46,23100,1
구일역,이촌역,22,8800,1
구일역,동작역,21,9900,1
구일역,마장역,42,20900,1
구일역,애오개역,22,9900,1
구일역,신금호역,36,17600,1
구일역,아차산역,50,25300,1
구일역,영등포시장역,14,5500,1
구일역,방이역,62,31900,1
구일역,보문역,38,18700,1
구일역,창신역,36,17600,1
구일역,효창공원앞역,22,8800,1
구일역,광흥창역,24,8800,2
구일역,월드컵경기장역,26,9900,2
구일역,고려대역,42,20900,1
구일역,공릉역,56,26400,2
구일역,어린이대공원역,48,24200,1
구일역,용마산역,54,27500,1
구일역,자양역,44,22000,1
구일역,하계역,58,27500,2
구일역,남성역,26,12100,1
구일역,암사역,56,26400,2
구일역,몽촌토성역,50,23100,2
구일역,강동구청역,52,24200,2
구일역,송파역,49,25300,2
구일역,석촌역,43,24200,1
구일역,노들역,18,7700,1
구일역,선유도역,25,12100,1
구일역,한성백제역,47,26400,1
구일역,양천향교역,35,18700,1
구일역,흑석역,20,8800,1
구일역,공항시장역,40,22000,1
구파발역,제기동역,32,15400,1
구파발역,동묘앞역,28,13200,1
구파발역,신설동역,30,14300,1
구파발역,외대앞역,38,18700,1
구파발역,남영역,30,14300,1
구파발역,문래역,34,14300,2
구파발역,아현역,32,15400,1
구파발역,한양대역,36,17600,1
구파발역,잠실나루역,48,24200,1
구파발역,양천구청역,50,23100,2
구파발역,신정네거리역,52,24200,2
구파발역,독립문역,12,6600,0
구파발역,무악재역,10,5500,0
구파발역,금호역,28,15400,0
구파발역,옥수역,30,16500,0
구파발역,잠원역,36,19800,0
구파발역,한성대입구역,34,16500,1
구파발역,성신여대입구역,36,17600,1
구파발역,수유역,44,22000,1
구파발역,이촌역,40,19800,1
구파발역,동작역,42,20900,1
구파발역,마장역,36,17600,1
구파발역,애오개역,30,14300,1
구파발역,신금호역,30,14300,1
구파발역,아차산역,44,22000,1
구파발역,영등포시장역,42,20900,1
구파발역,방이역,56,28600,1
구파발역,보문역,40,19800,1
구파발역,창신역,38,18700,1
구파발역,효창공원앞역,34,16500,1
구파발역,광흥창역,28,13200,1
구파발역,월드컵경기장역,18,7700,1
구파발역,고려대역,44,22000,1
구파발역,공릉역,60,28600,2
구파발역,어린이대공원역,48,22000,2
구파발역,용마산역,50,23100,2
구파발역,자양역,54,27500,1
구파발역,하계역,58,27500,2
구파발역,남성역,48,24200,1
구파발역,암사역,54,25300,2
구파발역,몽촌토성역,56,26400,2
구파발역,강동구청역,54,25300,2
구파발역,송파역,66,34100,1
구파발역,석촌역,59,31900,1
구파발역,노들역,40,17600,2
구파발역,선유도역,36,13200,3
구파발역,한성백제역,63,34100,1
구파발역,양천향교역,34,8800,3
구파발역,흑석역,49,25300,1
구파발역,공항시장역,36,9900,3
국회의사당역,제기동역,31,15400,1
국회의사당역,동묘앞역,27,13200,1
국회의사당역,신설동역,29,14300,1
국회의사당역,외대앞역,37,18700,1
국회의사당역,남영역,13,5500,1
국회의사당역,문래역,10,3300,1
국회의사당역,아현역,16,6600,1
국회의사당역,한양대역,36,17600,1
국회의사당역,잠실나루역,38,20900,1
국회의사당역,양천구청역,20,6600,2
국회의사당역,신정네거리역,22,7700,2
국회의사당역,독립문역,31,13200,2
국회의사당역,무악재역,33,14300,2
국회의사당역,금호역,30,15400,1
국회의사당역,옥수역,28,14300,1
국회의사당역,잠원역,22,11000,1
국회의사당역,한성대입구역,39,19800,1
국회의사당역,성신여대입구역,41,20900,1
국회의사당역,수유역,49,25300,1
국회의사당역,이촌역,16,7700,1
국회의사당역,동작역,10,6600,0
국회의사당역,마장역,36,17600,1
국회의사당역,애오개역,14,5500,1
국회의사당역,신금호역,30,14300,1
국회의사당역,아차산역,44,22000,1
국회의사당역,영등포시장역,10,3300,1
국회의사당역,방이역,44,25300,1
국회의사당역,보문역,35,15400,2
국회의사당역,창신역,33,14300,2
국회의사당역,효창공원앞역,18,5500,2
국회의사당역,광흥창역,16,4400,2
국회의사당역,월드컵경기장역,18,5500,2
국회의사당역,고려대역,39,17600,2
국회의사당역,공릉역,56,29700,1
국회의사당역,어린이대공원역,36,18700,1
국회의사당역,용마산역,42,22000,1
국회의사당역,자양역,32,16500,1
국회의사당역,하계역,58,30800,1
국회의사당역,남성역,26,13200,1
국회의사당역,암사역,47,26400,1
국회의사당역,몽촌토성역,41,23100,1
국회의사당역,강동구청역,43,24200,1
국회의사당역,송파역,39,22000,1
국회의사당역,석촌역,33,20900,0
국회의사당역,노들역,7,4400,0
국회의사당역,선유도역,4,2200,0
국회의사당역,한성백제역,37,23100,0
국회의사당역,양천향교역,14,8800,0
국회의사당역,흑석역,9,5500,0
국회의사당역,공항시장역,20,12100,0
군자역,제기동역,22,6600,2
군자역,동묘앞역,22,9900,1
군자역,신설동역,22,7700,2
군자역,외대앞역,24,7700,2
군자역,남영역,32,15400,1
군자역,문래역,44,22000,1
군자역,아현역,30,14300,1
군자역,한양대역,14,5500,1
군자역,잠실나루역,14,5500,1
군자역,양천구청역,60,30800,1
군자역,신정네거리역,58,29700,1
군자역,독립문역,30,14300,1
군자역,무악재역,32,15400,1
군자역,금호역,32,15400,1
군자역,옥수역,20,6600,1
군자역,잠원역,24,11000,1
군자역,한성대입구역,26,12100,1
군자역,성신여대입구역,28,13200,1
군자역,수유역,34,16500,1
군자역,이촌역,28,9900,1
군자역,동작역,27,13200,1
군자역,마장역,6,3300,0
군자역,애오개역,28,15400,0
군자역,신금호역,12,6600,0
군자역,아차산역,2,1100,0
군자역,영등포시장역,40,22000,0
군자역,방이역,14,7700,0
군자역,보문역,26,12100,1
군자역,창신역,24,11000,1
군자역,효창공원앞역,32,15400,1
군자역,광흥창역,38,18700,1
군자역,월드컵경기장역,48,24200,1
군자역,고려대역,30,14300,1
군자역,공릉역,18,9900,0
군자역,어린이대공원역,2,1100,0
군자역,용마산역,4,2200,0
군자역,자양역,6,3300,0
군자역,하계역,20,11000,0
군자역,남성역,24,13200,0
군자역,암사역,12,4400,1
군자역,몽촌토성역,14,5500,1
군자역,강동구청역,12,4400,1
군자역,송파역,20,8800,1
군자역,석촌역,18,7700,1
군자역,노들역,31,15400,1
군자역,선유도역,41,22000,1
군자역,한성백제역,18,7700,1
군자역,양천향교역,51,28600,1
군자역,흑석역,29,14300,1
군자역,공항시장역,57,31900,1
굽은다리역,제기동역,34,13200,2
굽은다리역,동묘앞역,34,16500,1
굽은다리역,신설동역,36,14300,2
굽은다리역,외대앞역,36,14300,2
굽은다리역,남영역,44,22000,1
굽은다리역,문래역,56,28600,1
굽은다리역,아현역,42,20900,1
굽은다리역,한양대역,26,12100,1
굽은다리역,잠실나루역,22,7700,2
굽은다리역,양천구청역,72,37400,1
굽은다리역,신정네거리역,70,36300,1
굽은다리역,독립문역,42,20900,1
굽은다리역,무악재역,44,22000,1
굽은다리역,금호역,38,14300,2
굽은다리역,옥수역,32,13200,1
굽은다리역,잠원역,44,22000,1
굽은다리역,한성대입구역,38,18700,1
굽은다리역,성신여대입구역,40,19800,1
굽은다리역,수유역,48,24200,1
굽은다리역,이촌역,40,16500,1
굽은다리역,동작역,39,22000,1
굽은다리역,마장역,18,9900,0
굽은다리역,애오개역,40,22000,0
굽은다리역,신금호역,24,13200,0
굽은다리역,아차산역,10,5500,0
굽은다리역,영등포시장역,52,28600,0
굽은다리역,방이역,10,5500,0
굽은다리역,보문역,38,18700,1
굽은다리역,창신역,36,17600,1
굽은다리역,효창공원앞역,44,22000,1
굽은다리역,광흥창역,50,25300,1
굽은다리역,월드컵경기장역,60,30800,1
굽은다리역,고려대역,42,20900,1
굽은다리역,공릉역,34,16500,1
굽은다리역,어린이대공원역,18,7700,1
굽은다리역,용마산역,20,8800,1
굽은다리역,자양역,22,9900,1
굽은다리역,하계역,36,17600,1
굽은다리역,남성역,40,19800,1
굽은다리역,암사역,12,4400,1
굽은다리역,몽촌토성역,14,5500,1
굽은다리역,강동구청역,12,4400,1
굽은다리역,송파역,20,8800,1
굽은다리역,석촌역,17,7700,1
굽은다리역,노들역,43,24200,1
굽은다리역,선유도역,53,30800,1
굽은다리역,한성백제역,14,5500,1
굽은다리역,양천향교역,63,37400,1
굽은다리역,흑석역,41,23100,1
굽은다리역,공항시장역,69,40700,1
금천구청역,제기동역,38,20900,0
금천구청역,동묘앞역,34,18700,0
금천구청역,신설동역,36,19800,0
금천구청역,외대앞역,44,24200,0
금천구청역,남영역,20,11000,0
금천구청역,문래역,14,5500,1
금천구청역,아현역,28,13200,1
금천구청역,한양대역,44,22000,1
금천구청역,잠실나루역,50,25300,1
금천구청역,양천구청역,16,6600,1
금천구청역,신정네거리역,18,7700,1
금천구청역,독립문역,38,18700,1
금천구청역,무악재역,40,19800,1
금천구청역,금호역,42,20900,1
금천구청역,옥수역,36,14300,1
금천구청역,잠원역,36,16500,2
금천구청역,한성대입구역,40,19800,1
금천구청역,성신여대입구역,42,20900,1
금천구청역,수유역,50,25300,1
금천구청역,이촌역,26,11000,1
금천구청역,동작역,25,12100,1
금천구청역,마장역,46,23100,1
금천구청역,애오개역,26,12100,1
금천구청역,신금호역,40,19800,1
금천구청역,아차산역,54,27500,1
금천구청역,영등포시장역,18,7700,1
금천구청역,방이역,66,34100,1
금천구청역,보문역,42,20900,1
금천구청역,창신역,40,19800,1
금천구청역,효창공원앞역,26,11000,1
금천구청역,광흥창역,28,11000,2
금천구청역,월드컵경기장역,30,12100,2
금천구청역,고려대역,46,23100,1
금천구청역,공릉역,68,35200,1
금천구청역,어린이대공원역,48,24200,1
금천구청역,용마산역,54,27500,1
금천구청역,자양역,44,22000,1
금천구청역,하계역,70,36300,1
금천구청역,남성역,26,12100,1
금천구청역,암사역,60,28600,2
금천구청역,몽촌토성역,54,25300,2
금천구청역,강동구청역,56,26400,2
금천구청역,송파역,53,27500,2
금천구청역,석촌역,47,26400,1
금천구청역,노들역,22,9900,1
금천구청역,선유도역,29,14300,1
금천구청역,한성백제역,51,28600,1
금천구청역,양천향교역,39,20900,1
금천구청역,흑석역,24,11000,1
금천구청역,공항시장역,44,24200,1
금호역,제기동역,24,11000,1
금호역,동묘앞역,12,4400,1
금호역,신설동역,22,9900,1
금호역,외대앞역,30,14300,1
금호역,남영역,22,9900,1
금호역,문래역,34,16500,1
금호역,아현역,20,8800,1
금호역,한양대역,24,11000,1
금호역,잠실나루역,32,15400,1
금호역,양천구청역,42,18700,2
금호역,신정네거리역,44,19800,2
금호역,독립문역,16,8800,0
금호역,무악재역,18,9900,0
금호역,금호역,0,0,0
금호역,옥수역,2,1100,0
금호역,잠원역,8,4400,0
금호역,한성대입구역,18,7700,1
금호역,성신여대입구역,20,8800,1
금호역,수유역,28,13200,1
금호역,이촌역,16,4400,1
금호역,동작역,19,8800,1
금호역,마장역,20,4400,2
금호역,애오개역,22,9900,1
금호역,신금호역,22,9900,1
금호역,아차산역,28,8800,2
금호역,영등포시장역,34,16500,1
금호역,방이역,42,20900,1
금호역,보문역,16,6600,1
금호역,창신역,14,5500,1
금호역,효창공원앞역,18,7700,1
금호역,광흥창역,24,11000,1
금호역,월드컵경기장역,34,16500,1
금호역,고려대역,20,8800,1
금호역,공릉역,36,15400,2
금호역,어린이대공원역,30,14300,1
금호역,용마산역,36,17600,1
금호역,자양역,26,12100,1
금호역,하계역,38,16500,2
금호역,남성역,20,8800,1
금호역,암사역,50,25300,1
금호역,몽촌토성역,44,22000,1
금호역,강동구청역,46,23100,1
금호역,송파역,38,18700,1
금호역,석촌역,31,16500,1
금호역,노들역,23,11000,1
금호역,선유도역,33,17600,1
금호역,한성백제역,35,18700,1
금호역,양천향교역,43,24200,1
금호역,흑석역,21,9900,1
금호역,공항시장역,49,27500,1
길동역,제기동역,32,12100,2
길동역,동묘앞역,32,15400,1
길동역,신설동역,34,13200,2
길동역,외대앞역,34,13200,2
길동역,남영역,42,20900,1
길동역,문래역,54,27500,1
길동역,아현역,40,19800,1
길동역,한양대역,24,11000,1
길동역,잠실나루역,20,6600,2
길동역,양천구청역,70,36300,1
길동역,신정네거리역,68,35200,1
길동역,독립문역,40,19800,1
길동역,무악재역,42,20900,1
길동역,금호역,36,13200,2
길동역,옥수역,30,12100,1
길동역,잠원역,42,20900,1
길동역,한성대입구역,36,17600,1
길동역,성신여대입구역,38,18700,1
길동역,수유역,46,23100,1
길동역,이촌역,38,15400,1
길동역,동작역,37,20900,1
길동역,마장역,16,8800,0
길동역,애오개역,38,20900,0
길동역,신금호역,22,12100,0
길동역,아차산역,8,4400,0
길동역,영등포시장역,50,27500,0
길동역,방이역,8,4400,0
길동역,보문역,36,17600,1
길동역,창신역,34,16500,1
길동역,효창공원앞역,42,20900,1
길동역,광흥창역,48,24200,1
길동역,월드컵경기장역,58,29700,1
길동역,고려대역,40,19800,1
길동역,공릉역,32,15400,1
길동역,어린이대공원역,16,6600,1
길동역,용마산역,18,7700,1
길동역,자양역,20,8800,1
길동역,하계역,34,16500,1
길동역,남성역,38,18700,1
길동역,암사역,10,3300,1
길동역,몽촌토성역,12,4400,1
길동역,강동구청역,10,3300,1
길동역,송파역,18,7700,1
길동역,석촌역,15,6600,1
길동역,노들역,41,23100,1
길동역,선유도역,51,29700,1
길동역,한성백제역,12,4400,1
길동역,양천향교역,61,36300,1
길동역,흑석역,39,22000,1
길동역,공항시장역,67,39600,1
길음역,제기동역,18,7700,1
길음역,동묘앞역,14,5500,1
길음역,신설동역,10,3300,1
길음역,외대앞역,24,11000,1
길음역,남영역,24,11000,1
길음역,문래역,40,19800,1
길음역,아현역,26,12100,1
길음역,한양대역,22,9900,1
길음역,잠실나루역,34,16500,1
길음역,양천구청역,44,19800,2
길음역,신정네거리역,46,20900,2
길음역,독립문역,26,12100,1
길음역,무악재역,28,13200,1
길음역,금호역,22,9900,1
길음역,옥수역,24,11000,1
길음역,잠원역,30,14300,1
길음역,한성대입구역,4,2200,0
길음역,성신여대입구역,2,1100,0
길음역,수유역,6,3300,0
길음역,이촌역,26,14300,0
길음역,동작역,28,15400,0
길음역,마장역,24,11000,1
길음역,애오개역,26,12100,1
길음역,신금호역,18,7700,1
길음역,아차산역,32,15400,1
길음역,영등포시장역,38,18700,1
길음역,방이역,44,22000,1
길음역,보문역,8,2200,1
길음역,창신역,14,3300,2
길음역,효창공원앞역,28,13200,1
길음역,광흥창역,34,16500,1
길음역,월드컵경기장역,44,22000,1
길음역,고려대역,16,4400,2
길음역,공릉역,22,9900,1
길음역,어린이대공원역,42,20900,1
길음역,용마산역,36,17600,1
길음역,자양역,34,14300,2
길음역,하계역,20,8800,1
길음역,남성역,36,17600,1
길음역,암사역,42,18700,2
길음역,몽촌토성역,42,18700,2
길음역,강동구청역,42,18700,2
길음역,송파역,44,19800,2
길음역,석촌역,42,18700,2
길음역,노들역,36,17600,1
길음역,선유도역,46,24200,1
길음역,한성백제역,48,22000,2
길음역,양천향교역,56,30800,1
길음역,흑석역,34,16500,1
길음역,공항시장역,62,34100,1
김포공항역,제기동역,50,14300,1
김포공항역,동묘앞역,46,12100,1
김포공항역,신설동역,48,13200,1
김포공항역,외대앞역,56,17600,1
김포공항역,남영역,34,18700,1
김포공항역,문래역,27,14300,1
김포공항역,아현역,28,6600,1
김포공항역,한양대역,48,17600,1
김포공항역,잠실나루역,58,34100,1
김포공항역,양천구청역,20,8800,1
김포공항역,신정네거리역,18,7700,1
김포공항역,독립문역,38,12100,2
김포공항역,무악재역,36,11000,2
김포공항역,금호역,50,28600,1
김포공항역,옥수역,48,13200,1
김포공항역,잠원역,42,24200,1
김포공항역,한성대입구역,48,13200,1
김포공항역,성신여대입구역,50,14300,1
김포공항역,수유역,58,18700,1
김포공항역,이촌역,37,20900,1
김포공항역,동작역,31,19800,0
김포공항역,마장역,58,31900,0
김포공항역,애오개역,36,19800,0
김포공항역,신금호역,52,28600,0
김포공항역,아차산역,66,36300,0
김포공항역,영등포시장역,24,13200,0
김포공항역,방이역,64,38500,1
